period_year,items,item_count
1706,丁亥|丁巳|七年|七月|七里|三月|世祖|丙寅|丙戌|丙辰|丹巴|主考|主考官|乙卯|乙酉|九卿|九月|二十二年|二月|五月|京城|京師|侍衛|侍讀|侍郎|保舉|僧格妻|允昌妻|元旦|光祿|內務府|內閣|八旗|八月|公|六月|兵部|兼禮部|刑科|刑部|劉官|努之子|十一月|十二月|十月|南巡|南河|卿|厄魯特|取士|古北口|台吉|右侍郎|司官|吏部|吳氏|周士奇|喀喇沁|喇哈番|喜峰口|四十六年|四川|四月|圖汗|土謝|堂子|堂官|士芳|外藩|多羅達爾漢|大學士|天培為|天津|太宗|太廟|太祖|奉恩將|妻陳氏|姜國英|孔子|孫氏|學士|守尉|安太妻|宗室|官藍理|實錄|將羅聯芳|尚書|尚書馬爾漢行|尼哈番|山西|巡撫|工部|工部侍郎|己丑|己未|巴林|布政使|席爾圖|席爾達|庚寅|庚申|康熙|廣東|廷敬|廷敬奏|張大有|張鵬翮|彭會|恭額|戊午|戊子|戶口|戶部|扎魯特喀爾|按察使|提督|敖漢|敦拜|旗員|昭陵|時憲歷|暢春園|會試|朔|朔科爾沁|朝鮮國王|李斯|李氏|李紳|李錄予|東沂州|林營|根壽為|梁氏|條奏|正月|永陵|汗|江南|江蘇|沈村|沙副將|浙江|海陽縣|溫達|滿洲|潘氏|灣鳳山|王|王吉徵妻|王氏|王貝勒貝子|瑄|瑚錫布|甲寅|甲申|白旗|盛京|直隸|督撫|石崖|石柱|福建|福陵|禮科給|科場|科爾沁|科考|穆丹奏|紅苗|給事|總兵|總河|總督|總管|翁牛特|翰林院|考官|考試|胡土克圖|色爾圖|董國禮|蒙古|蒙子嶺|藍旗漢|藍理|藩王|襲職|西安|試官|詹事|諸王|講官|貝勒貝子|貴州|贊善|車臣|辛卯|通政|進士|達巴漢|都察院|都御史|鄂齊|鄂齊爾|鄉試|鄭載崙|金世榮|金門|鐵索橋|阿思哈|陝西|陝西興漢|陶仁明|雅圖溝|雲南|青貝勒額爾特布|靳輔|高家堰|黑龍江|龍窩,223
1707,丁亥|七月|三月|世顯|丙辰|乙卯|乙酉|九月|二月|五月|仁和|侍衛|侍郎|偏沅巡撫|元旦|八旗|八月|公噶爾瑪|公額|公額爾圖|六月|兵部|化林營|十一月|十二月|十月|卓素|卿|參將|台吉|右侍郎|司通政|吏部|吳爾袞|哈達|喀喇沁|喀爾喀多羅貝勒羅布|喀爾喀科爾沁|喇卜坦|喇哈番|嚴州|四十七年|四十六年|四川|四月|圖多羅額|堂子|壬午|壬子|外藩|多爾濟|多羅卓禮克圖|多羅貝勒|多羅達爾漢|大使|大學士|大龍灣|太倉|太僕寺|太廟|姬氏|學政|學政趙|安仁|安徽|宗人府|宗室|宜希班弟|宜納哈|實錄|尚之隆|尚之隆行|尚書|尼哈番|山東|崔相國|巡撫|工部|左侍郎|己卯|己酉|巴拜妻|巴林|庚戌|庚辰|康熙|廟灣|弩克圖|張鵬|張鵬翮|徐州|徐潮|德州|德布|戊寅|成都|戶口|戶部|提督|故多羅冰圖|新城|旗丁|旗漢|昭陵|時憲歷|暢春園|朔|朝鮮國王|木哈圖|李旭升|杭州府|東光縣|查密嚴|正月|武林|歸仁|毛明安|永陵|江南|江浙|河員|河官|泗州|洗馬|洪澤湖|浙江|淮套|清口|湖南|溫州|滁州|滿洲|漕|漕運|漳州|烏闌哈達|焦氏|熱河|王|王傑|王奕清|王文雄|王貝勒貝子|甲寅|甲申|甲辰|申喬|申季|畢穎|癸丑|癸未|登萊總兵|盱眙|直隸|碩榮憲|碩額|祥符|福建|福陵|科爾沁|科臣|糧道|經局|總兵|總督|翁牛特|聖公孔毓圻|蒙古|蔣家壩|藩王|衢州|襲爵|西喇穆倫|西爾哈畢|許鳳來|諸王|貝勒貝子|賦役|輔國公|辛亥|辛巳|通政使|運河|達達布子|郡王|都察院|都御史|鄂爾齋|鄂齊爾|阮爾詢|阿思哈|陝西|陶顯|馮升額|高家堰|高郵湖,196
1708,丁丑|丁未|七月|三旗|三月|世祖|丙午|丙子|乙亥|乙巳|九卿|九月|九月初|二月|五月|代布來|伯|佐領|侍衛|侍讀|侍郎|傅繼祖|允祺|元旦|內閣|八旗|八月|八貝勒|公|公普奇|公爵|六月|兵部|兼禮部|刑部|助教|包衣|北鎮|十一月|十二月|十月|博霽|卿|叔范承譜|台吉|右侍郎|吉士|吏部|周氏|哈番|喀喇沁|喇哈番|喇錫塞|四十七年|四十六年|四川|四日|四月|國公善|國子監|土默特|堂子|壬寅|壬申|外藩|多羅|多羅貝勒|大學士|太僕寺|太廟|奉天|學士|安徽|安東縣|宗室|宿州|實錄|將張|尚之隆|尚之隆行|尚書|尚書凱|尚書馬爾漢行|尼哈番|崔相國|嵇永仁|巡撫|巡撫郎廷極|巡撫齊|左侍郎|己酉|巴喇錫|巴林|巴漢|常寺卿|常州|幽州|庚子|庚戌|府尹|康熙|張世爵|張振興|彭大妻|徐元|徐氏|徐潮|御史|戊子|戊寅|戊申|戶口|戶部|扎魯特|承郡王|掌院|揚州六府|摺|故多羅達爾漢貝勒諾|教習|敦楚克妻|新安|明德|昭陵|時憲歷|普奇|暢春園|暹羅國|朔|朔日|朔科爾沁|朝鮮國王|木拉拜子|朱穆秦|李繩|杭州|東郊|松江|查布|梁氏|楊觀|正月|永陵|江南|江寧|江浙|江西|沙喇哈番|沙襲爵|浙江|海州|清宮|湖州|湖廣|溫州|溫達|滿洲|漕米|漕運|漢軍都統|熱河|父范承謨|特諭|王|王之樞|王爵|王龍|王龍光|瓜爾佳氏|甘肅|甲戌|甲申|甲辰|癸卯|癸酉|白旗|直隸|碩達爾漢親|祭酒|福陵|禟|禩|科爾沁|第喀喇沁鎮|統圖爾海|總兵|總督|翁牛特|翰林院|耿逆之變|舒蘭|范承譜|范時|萬石分|蒙古|藍旗|藩王|蘇州|蘇氏|襲職|西安|西爾哈達|言官|諭旨|諸王|議政處|護軍統領|貝勒貝子|辛巳|邱縣|郡王|郡王府|部尚書|郭氏|鎮江|鑲黃旗|阿思哈|阿諦|陝西|音達禮|領侍衛內|頭村|麥弘泰妻,223
1709,丁卯|丁酉|七月|三月|丙子|丙申|乙丑|九卿|九月|二月|云波克塔|五月|侍衛|侍郎|俞章|元旦|光祿|內閣|八旗|公|公傅爾丹|六月|六格|兵部|兼禮部|劉漢業|十一月|十二月|十月|南陽|卿|厄魯|參領|台吉|右侍郎|司官|吏部|吳友子|吳默赫子|哈納|喀喇沁|喇薩理|四月|國公|土默特|地方官|壬寅|壬申|外藩|多羅|多羅貝勒允|大學士|太僕寺|太子|太廟|奈曼|姚氏|孔子|學士|實錄|封多羅貝勒|尋武霑|少傅|少詹事|尚之隆|尚書|尚書富|尼哈番|山東|山西|崇明|巡撫|巡撫噶禮|工部|己丑|己亥|己巳|巴林|巴氏|布政使|常寺卿|庚午|庚子|康熙|廣西|廷敬|弘燮|張蓮條|張雲翼|御史|戊戌|戊辰|戶口|按察使|提督|故大學士|敕令|新莊|方凱前|旗漢|明安扎魯特|昭陵|時憲歷|暢春園|朔|朱穆秦|李芳述|杜爾伯特|東趙建|松阿喇布|楊義|正月|武弁|武清|永陵|汗|江南|汪灝|沙喇哈番|河南|波克塔|浙江|浙江省|湖北|湖廣|滿洲|滿漢|漢軍副都統|烏爾土|熊賜|熊賜履|牙行|狼山|王|王元弼妻|王毓賢|王貝勒貝子|理藩|田氏|癸卯|癸酉|白旗|白澗|直隸|真達賴|福陵|禩|科爾沁|稅課|策零旺布|管領|納思圖|編修|總兵|翁牛特|翰林院|胡土克圖|胡必爾汗|花峪溝|蒙古|薊州|藩庫|藩王|襲爵|襲職|西藏|詹事|詹事噶敏|詹事府|諸王|講官|貝勒貝子|賈魯河|車克初|車臣|軍統領|辛丑|辛未|通政|達賴|郎中|郡王|都督|鄂諾妻|鄭州|鎮國將|陝西|陝西肅州|青海,189
1710,丁卯|丁酉|七月|丙寅|丙申|乙丑|乙未|九月|二月|五月|伯|侍衛|侍讀|侍郎|保住|元旦|內閣|八旗|八月|公傅爾丹|六月|兵科|兵部|兼禮部|刑部|十一日|十一月|十二月|十月|南陽|參領瑯|台吉|司庫|吏部|哈番|喇沁鎮|四川|四月|四格|固山|國公善|圜丘|土默特|堂子|堯|塞外|壬戌|壬辰|外藩|多爾濟|多羅貝勒允|大學士|大理寺|天津|太廟|奉國將|奉恩將|妻蕭氏|孔子|學士|學政|宋致|宗人府|宗室|宜思恭|密雲縣|察爾欽|察罕|實錄|寧番衛|將軍|尚書|尼哈番|山東|巡撫|左翼|己丑|己未|巴喇錫|巴林|布政使|庚寅|庚申|康熙|廣東|廣西|弘燮|張伯行|張斌|張鵬翮|徐氏|戶部|房山|扎卜子|扎木素|拉希|按察使|振聲|提督|故多羅達爾漢卓禮克圖|散濟|昭陵|時憲歷|暢春園|朔|朝鮮國王|李如松|杜爾伯特|杭州|梧州|正月|正紅旗|武格|武舉|武舉額|毛明安|永陵|江南|沙喇哈番|河南|泉州|泉漳|法爾薩|浙江|渭|湖南永州|溫逢|溫達|滿洲|漳州|烏蘇|熱河|王|王允祉|王雅爾江|甲午|甲子|番|癸亥|癸巳|白旗|直隸|福寧|福建|福陵|禛|禟|禩|禮大學士|科爾沁|秦科爾沁|穆祿|章京|給事|統領|總兵|總督噶禮|翁牛特|翰林院|胡泮|花峪溝|蒙古|藩王|襲爵|親王|許嗣興|諸王|諾羅布|護軍統|貝勒貝子|貝子|貴州|辛丑|辛卯|辛未|辛酉|通政|遊擊|郎中|郡王|部落|都司|鄂齊爾圖|鄉試|里昂|閩省|阿喇卜坦|陝西|陝西甘|陝西肅州|雅布|雲南|順天|領侍衛內|高遐昌,195
1711,丁亥|丁巳|七月|三月|三逆|丙戌|丙辰|中式|丹津|主考|乙卯|乙酉|九卿|九月|二月|五十一年|五月|交趾|亥|京城|侍衛|侍衛巴|侍衛賴|侍讀|元旦|光祿|兗州|內閣|八旗|八月|公傅爾丹|公大學士|公萬舒克|公蘇里|六安|六月|兵部|冷宗昱|刑部|十一月|十二月|十月|南巡|博洛|卜坦|卿|古爾來|台吉|吏部|吳巴達子|吳泌|吳洪圖|哈密|哈納|喀喇沁|喀爾喀扎薩克|四川|四月|固山|國公|圖雅納妻|土默特|地丁|地方官|堂子|堯|塔西|墨爾根|壬辰|壽州|外藩|多羅卓禮克圖|多羅貝勒|大學士|大理寺|太原|太廟|奉天|女馬氏|妻噶氏|學士|安徽|官役|密雲縣|實錄|少卿|尚書|山東|巡撫|巡撫黃秉中|巡撫齊|工部|左侍郎|左必蕃|左爾哈|己丑|己未|巴林|巴顏|布政使|帝堯|庚寅|庚申|康熙|廣東|廣西|廬州|張世爵|張伯行|張鵬|張鵬翮|徐元|必蕃|戊午|戊子|戶口|拉卜坦|拖羅海|按察使|提督|提鎮|揚州|摺奏|敖漢科爾沁|明洪武|昭陵|時憲|暢春園|朔|朝鮮|朝鮮國王|木扎卜來|朱子|朱穆|李林盛|李近|杜爾伯特|桑乾|正月|武陵|歸化城|殷特布|毛明安|永陵|江南|江寧|江浙|江蘇|江西|沅|河南|泉州|浙江|浙省|淮|清明|湖北|湖南|湖廣|滎澤縣|滹沱|滿洲|漕|漢人|漢軍都統|漳|潘宗洛|潘從律|潘育龍|烏思藏|熱河|爵|牟欽元|特旨|王|琉球|甲寅|申喬|申喬任|申喬題|畢穎|番|癸亥|白旗|盛京|監候|直隸|督撫|祀事|福建|福陵|科爾沁|納木生|統領|總兵|總督|總督江蘇|翁牛特|翰林院|舉人|董昭祚|蒙古|藍旗|藩王|蘇賽|蜀|衛鳳陽|西喇烏蘇|西湖|覆試|諸王|貝勒貝子|貝和諾|貝子|貴州|軍統領|辛卯|辛酉|郡王|郭世隆|郭氏|郭爾羅斯蒿|都察院|都御史|都統|鄂羅斯|鄭載崙|鎮綏將|鑲紅旗|鑲黃旗|闕里|陝|陝西|陝西學政|雲南|青海|順義縣|駙蒼津|魯子琳|黔,240
1712,七月|三月|世祖|丙戌|丙辰|乙卯|乙酉|九卿|九月|二月|五十一年|五十二年|五月|何德麟|侍衛|侍講|侍郎|保住|元旦|光祿|內務府|八旗|公|公索諾|公阿布蘭子|六月|兵部|刁鴻舉|刑部|十一月|十二月|十月|南苑|南贛|博士|博木布|卜俊民|卿|卿員|參領|台吉|右衛|右衛將|司通政|吏部|吳洪聲|喀喇沁|四川|四月|固山|土默特|堂子|壬午|壬子|壬辰|外藩|多羅貝勒|大學士|大理寺|太和殿|太宗|太廟|太祖|奉國將|奉天|奉恩將|妻孔氏|孝陵|孟俄洛|孫生員言德|學士長|宗人府|宗室|實錄|將軍唐|尚書|尚書富|山東|崔徵璧|巡撫|左翼|己卯|己酉|巴勒|巴林|常寺卿|庚戌|庚辰|府尹|康熙|張氏|得爾吉惠漢|戴夢麟|戶口|扎魯特蘇|敖漢|昭陵|時憲歷|暢春園|朔|朔日|朝鮮國王|李枋|李濤|東郊|查喇芬|楊福爾前|楊福銀|楊鈞|楚|正月|正黃旗|殷泰|殷特|永陵|江西|滿洲|熱河|牛家|特諭|王|王允祉|甲寅|甲申|癸丑|癸未|白旗|白都納|盛京|直隸|福陵|禟|科爾沁|秦多羅厄爾德尼貝勒|穆布|穆達|統禪|總兵|總督|翁牛特|翰林院|胡魯克|舉人王|蒙古|藩王|西雙城|諸王|講官|豐潤|貝勒貝子|貝子|貢士|赫達|軍原|軍統領|辛亥|辛巳|通政使|達扎卜|郡王|郭爾羅斯|鄂爾楚|鄂齊|鑲紅旗|閩學|阿必達|陝西|陶成紹|陶陳謨|青海|黑龍江,171
1713,丁丑|丁憂|丁未|七月|三十二年|三月|三桂|上駟院|世祖|世職|丙午|丙子|乙亥|乙巳|九卿|九月|二月|五十二年|五月|京城|仇兆鰲|佐領|何國宗|侍衛|侍讀|侍郎|保安|元旦|光祿|光祿寺|內務府|內閣|八旗|八月|公|公大學士|公彭春|六月|兵部|兼禮部|冊立|分封|刑部|劉四|包衣|十一月|十二月|十月|協領|卿|厄魯特|台吉|右侍郎|司官|吉士|吏部|吳郡|呼爾亥|哈密|哈納|哈達|四川|四川省|四月|堂子|塔拜|壬子|外藩|外轉|多羅|大學士|天培奏|太保|太僕寺|太子|太宗皇帝|太廟|太祖|奉天|妻康氏|孔子|孟子|學士|學士宗紳|宋仁宗|完扎爾虎齊|宗人府|宗室|宗文皇帝|實錄|寧安|將弁|尚書|尚書富|尚書桑額|尚義|尚義等|尼哈番|岳塞布|巡撫|工部|己卯|己酉|巴圖|巴林|巴顏|庚戌|庚辰|康熙|廣東|張伯行|張朝午|張鵬|張鵬翮|徐元|徐潮|德木楚克|惟達里|戊寅|戊申|戶口|戶部|扎布|扎魯特|拖羅海|提標|提督|提鎮|摺|敖漢|教習|散館|旅順|明朝|昭陵|時憲歷|暢春園|曹鳴詩|朔|朔科爾沁|朝鮮國王|朱爾哈代碩倫|朱穆|李其慧威|李氏|杜氏|杜爾伯特|查福塔|柯彩|柯蔭|桂平|正月|殷乾綱|毛明安|永定河|永州|永陵|江南|江西|汪如洲|沅|河間|浙江|淑惠妃|淡水|湖南|湖廣|滿洲|滿洲漢人|滿漢|潘宗洛|烏闌哈爾哈|熊氏|特諭|王|王之治|王博果|王吉余|王增|甲戌|甲辰|申喬|癸巳|癸酉|白旗|盛京|監候|直隸|碩托|碩額|福建|福陵|禛|科爾沁|科道|科道官|秦柰曼|糧則|總兵|總管|翁牛特|翰林院|胡土克圖|胡會恩|臧滾布|蒙古|蔡永壽|蕭永藻|薩哈連|藍旗|藩王|藩院|裘君弼妻|覺羅|言官|課則|諸王|諾木桑|貝勒|貝勒貝子|赫奕|通政|達福|達里善|邵康節|郡王|部尚書|部落|郭爾羅斯喀爾|都察院|都御史|鄂倫特|鄂善|鄭連|配享|金昌|錦州|閩省|阿恩哈|阿爾筏|阿靈|陝西|陝西涼州|陸氏|額爾濟|顧悅|騎校|魯安費揚,248
1714,丁卯|七月|三旗|三月|上海|丙寅|丞|中式|丹巴|九卿|九月|二月|五十四年|五月|京口|京城|侍衛|侍讀|侍郎|倪滿|停決|元旦|光祿|內罪|八旗|八月|公|公傅爾丹|六月|兵部|刑部|十一月|十二月|十月|南巡|卿|口之榮島|台吉|吏部|吳存|呼斯台|喀爾沁|四川|四月|固倫榮憲|國學|圖汗|土謝|土默特|堂子|堯|壬寅|壬申|外藩|多輝昂|大學士|太廟|奉天|妻杭氏|威寧|學士|定海|實錄|審秋審|將大學士|將府|小竹島|尚書|山東|島欽島|崆峒|嵩齊|巡撫|巡綽官|己亥|己巳|巴林|布政使|庚午|庚子|府尹|康熙|廣州|廣西|弘燦|張令濤|張伯行|張鵬翮|得爾吉惠漢|御史|德布|戊戌|戊辰|成山|成都|戶口|扎魯特|按察使|提督|敖漢|教官|旅順|昭陵|時憲歷|暢春園|書手|朔|朝鮮國王|朱穆秦|李氏|李雄|查鐵山|條奏|楊名|正月|歷法|永陵|汗|江南|江蘇|江西|沙口|泰來|浙江|減等|湖廣|湯之旭|滿洲|烏蘇|熱河|牟欽元|牟欽元署|特旨|王|王允祉|王貝勒貝子|班禪|甘肅|甲午|甲戌|甲辰|癸卯|癸酉|登州|發落|白旗|盛京|監候|監生|監試|直隸|矜疑|碩額|磨勘|磯島|福建|福陵|秋後處決|科爾沁|科爾沁奈曼|立決|編修|總兵|總督|總督赫壽|翁牛特|翰林院|考官|考試|胡土克圖|著減|蒙古|藩王|虎坪島|衢州|西藏|詹事府|諸王|謄錄|議得|貝勒貝子|貢院|貴州|車臣|軍流|辛丑|辛未|郝林|郡王|郭里口|都察院|都御史|都督|鄂爾哲|鄂爾楚|鄉試|金山寺|金衢|錢塘|鎮國將|阿錫鼐|隍城|雙島|項氏|顧協|駙多爾濟|黑山,207
1715,丁卯|丁酉|七月|三月|下護衛|世祖|世綸|丙寅|丙申|丞|丹津|乙丑|乙未|九卿|九月|二十九日|二十二日|二十四日|二月|五十五年|五十四年|五月|任若海|佐領|侍衛|侍讀|保定|元旦|內務府|八旗|八月|公傅爾丹|六月|兵科|兵部|出嘉峪關|刑部|劉相為|十一月|十二日|十二月|十八日|十四日|十月|南巡|博木布|博貝|厄魯特|厄魯特人|參將|台吉|司僉事|司官|吏部|吳氏|吳爾圖|哈密|哈薩克|四川|四月|固山|國棟|土官|土默特|地丁|堂子|壬戌|壬辰|多羅達爾漢|大學士|大定|天命|太和殿|太廟|孟克|學士|學政|宋真儒|宗人府|宗正|宜黃縣|宣化|宣尉司|富寧安|實錄|寧安回|寶泉局|將軍席柱|尚書|尚書富|山東|巡撫|巡撫綽奇|工部|己亥|己巳|巴爾庫爾|巴顏和洛|布政使|布爾哈|常馬爾河|庚申|康熙|廣西|引見|張伯|張伯行|張元|張元隆|張朝午|張逸少|張鵬|張鵬翮|徐廷|戊戌|戊辰|戴青|戶口|戶部|扎薩克|扎薩克羅卜藏|抵噶斯口|按察使|振聲|推河|提督|提調|提鎮|搜濟|摺|昭陵|時憲歷|朔|朔日|朔科爾沁|朝鮮國王|朱穆|李氏|李錦等|杜爾伯特|根敦|桑植|梁海|楊存理|楊氏|正月|殿試|毛土舍|永平|永陵|汗|汗王|江南|江浙|江蘇|江西|河間|浙江|清明|滿|滿洲|滿漢|漕|漕運|熱河|營喀喇沁|特公博貝奏|特木爾|猺|王|王允祉|王氏|王章|王綱明|班濟達|甘州|甘肅|甲午|甲子|申喬|番|癸亥|癸巳|白克木|白克額敏|盛京|監候|直隸|碩純禧|碩額|福建|福陵|禛|禩|科爾沁|秦多羅厄爾德尼貝勒|章京|符德彰|筆帖式|糧務|索倫|給事|統布爾九|統白濟|經歷|總兵|總督|總督范時|總管|翁金|翰林院|聖壽節|肅州|胡必爾汗|自嘉峪關|自巴爾庫爾|至噶斯口|至巴爾庫爾|至肅州|莊浪|蒙古|藍旗|藩王|西安|西寧|西寧口|西番|覃煊|課銀|諸王|諸貝勒|貝勒|貝勒延壽|貝勒貝子|貢士|赫奕|起居注|軍機|辛酉|迪來|通政使|進春|郎中|郡王|部堂|都察院|都御史|鄂海|鄂爾齋|鄭盡心|里德|錢法|閩粵|閻之蓋|防海|阿喇卜坦|阿爾泰|阿爾泰嶺|阿齊圖|陝|陝西|青海|鞏昌三處|順天|高其序|黑龍江,266
1716,丁亥|丁巳|七月|三月|上海|世顯|丙戌|丙申|丙辰|丹巴|丹津|乙卯|乙酉|九卿|九月|二月|五十五年|五十六年|五月|京|京城|京師|以正黃旗|侍衛|侍衛伍|侍郎|傅氏|傅爾笏納|傅紳|元旦|內閣|八旗|八月|公|公登色|六月|兵部|刑部|刑部侍郎|初一|初二|劉蔭樞|劉蔭樞本|劉蔭樞題|十一月|十二月|十月|協領|南門|參贊|台吉|司官|吏部|吳通|吳道|吳郡|呂履恒|周道|呼斯台|哈密|噶禮|四品|四月|國公|圖噶禮|圖恩威|圖汗|土謝|土默特|地方官|堂子|壬戌|壬辰|壽春|外藩|大同|大學士|大學士馬齊|太廟|奈曼|孫柱|學士|學士星|學官|宗人府|宣化|宣城|富寧安|富寧安作速|富寧安所奏|察哈爾|實錄|寧安奏|將嵩|將軍席柱|將軍職|將軍達|尚書|尚書富|尚書赫碩|山東|山西|峨泰長|崔相國|嵩祝|嵩祝者|巡撫|巡撫綽奇|工部|工部侍郎|左侍郎|己丑|己未|巴林|巴漢昂|巴爾庫爾|布政使|席柱|庚寅|庚申|康熙|廣東|廣東瓊州|引見|張伯行|張家口|張廷樞|張鵬翮|從典|應令席柱|戊午|戊子|戶口|戶部|按察使|提督|摺|摺奏|昭陵|時憲歷|暢春園|朔|朝鮮國王|朱穆|李光地|李旭升|李華|杭州|柳園頭|條奏|楊家馬頭|楊福任|楊福子|正月|武英殿|歸化城|殷特布|永陵|汗|江南|江氏|江蘇|河南|浙江|湖北|滿洲|濟魯克|烏蘇|熱河|特木爾達|王|王之樞|王奕清|王度|王思軾|王用霖|王頊齡|甘肅|甲午|申喬|癸亥|癸巳|發落|白都納|盧詢|直隸|知縣|碩卓禮克圖|碩額|福陵|禮儀|科爾沁|科道|穆和倫|穆喇錫|端午|統崇古禮|統穆賽|總兵|總督|翁牛特|考試|聖公孔毓圻|肅州|胡作梅|胡土克圖|自嘉峪關|至噶斯口|范家莊|范時|莊安東縣|董弘毅|蒙古|蔡升元|蕭永藻|藍旗|藩王|蘇爾金|處州|親王|覺和托|詹事|諸王|譚氏|貝勒貝子|貢生|赫碩|辛卯|辛酉|通政使|達禮|達里|郝林|郡王|部尚書|郭多|郭里營|都察院|都御史|都統|鄭載倫|重遠|金塔寺|鎮國將|阿喇衲|阿濟|阿爾泰|阿賴田|陝西|雅布|駐防|駙蒼津|麻來|黑龍江,254
1717,丁亥|丁巳|丁酉|七月|三月|世顯|丙戌|丙辰|丞|丹巴|丹津|主考|乙卯|乙酉|九卿|九月|二十九日|二月|五十七年|五十六年|五月|京城|今拉藏|佐領|侍衛|侍讀|侍郎|停決|允祿|元旦|內閣|兩宮|八旗|八月|公|公察罕|六月|兵部|其福寧|兼禮部|刑部|刑部侍郎|初三|劉世俊|劉蔭樞|劉薩樞著|十一月|十二月|十月|午門|南澳|南苑|南贛|卜坦來|卿|台吉|向澤卜尊|君元|吳士玉|周士元|周為|喀喇沁|喇扎卜|嚴州|四川|四年|四月|四譯館|回子|圖爾|土默特|堂子|壬午|壬子|外藩|多羅貝勒|大學士|大理寺|太僕寺|太原|太常寺|太廟|太皇太后|奈曼喀爾|妻齊氏|姚蒙景|威寧|孔子|孫森|孫英敏|學士|學士勒什布|學政|安王|宗人府|宗室|官黃龍|定制|富寧安|實錄|寧壽宮|將費俊|將趙坤|將馬良|少卿|尼哈番|山東|山西|川北|巡撫|巡撫綽奇|己卯|巴林|巴爾珠爾|布政使|常寺卿|庚戌|庚辰|康熙|廣東|廣西|廣西督標|張氏|張聖佐疏|張鵬|征拉藏|徐元|得爾吉惠漢|惠安|應奎|成都|戴青|戶部|扎薩克|扎西|扎魯特|按察使|掌院|提督|摺|摺奏|撫臣|旅順口|昭陵|時憲歷|暢春園|朔|朔科爾沁|朝鮮國王|朱穆奏|李枝奐妻|東暖閣|松潘|查禮|桑都噶爾|楊朝麟|楊琳|正月|武場|毛明|永陵|汗|江南|江蘇|江西|河北|河南|河間|泰特|洞庭|浙江|深州|減等|湖廣寶慶|滿兵|滿洲|漢軍副都統|火耗|熊耀璣|熊詔|熱河|王|王之樞|王允祉|王盛|班禪|田廣運|甲寅|甲申|申時|申蘭|癸丑|癸未|白旗|直隸|知縣|碩卓禮克圖|福建|福陵|禩|禮儀|科爾沁|秦|策妄|統瑯圖|總兵|總督|翁牛特|翰林院|考試|肅州|胡土克圖|胡駿|臬|荊州|蒙古|藍翎|藩王|藩院|蘇松|虎山|行鈔|西安|西寧|親王|試例|諸王|講官|謝治為|護軍統領|讀學士|貝勒|貝勒貝子|貝子|貴州|起居注|軍副將|辛亥|辛巳|達色|達賴|達顏|郡王府|郭爾羅斯|都察院|都御史|鄭載崙|鈔|鑲黃旗|閩安協|阿二|阿喇衲|阿育士|阿錫鼐|阿齊圖|陸經遠|雲南永順|雲南騰|雲南鶴麗|霍善|青海|靖逆將|順天|顧悅履|馮君|馮淳|駐扎噶斯|麻來|黔,269
1718,丁丑|丁未|七月|三月|世管佐領|世顯|丙午|丙子|丞|中甸|丹巴|丹津|主事|乍浦|乙亥|乙巳|九卿|九月|二三月|二十一日|二十三日|二十日|二月|五十七年|五十八年|五十六年|五月|京畿|佟桂承襲|佟維藩|侍衛|侍衛諾里爾達|侍講|侍郎|保疏言|保舉|俞命雄|傅爾丹奏|元旦|八旗|八月|公馬爾賽|六月|六部|兵部|刑部|初四|劉廷琛|十一月|十七日|十二月|十六日|十月|千把|千總而文|南山|南昌|南關|博音馬松|厄魯特賊|原管佐領|參領|口岸|口酸茨河|台吉|右侍郎|同知|吏部|呂猶龍|呂謙恒|周道|唐古特|商安撫|喇哈番|喇木扎|嘉興府屬|四月|四格|四面山|固山|圖汗|圜丘|土司|土謝|地方官|壬午|壬寅|外郎|外郎德成|多羅|多羅達爾漢|大學士|大通河|太廟|太行|奈曼|孔子|孝惠章|孝陵|學士|安徽|宗人府|宗室|官康海|實錄|寧安處|寬溝|將軍傅爾丹|尚書|尼哈番|山口|山東|岷州|嵩祝|巡撫|巡檢|工部|工部侍郎|左侍郎|己卯|己酉|巴林|巴漢|布政使|常泰|庚戌|庚辰|府尹|庫爾禪|康熙|廣西|延信|引見|張懋能|張氏|御史|微山湖|戊寅|戊戌|戊申|戶口|戶部|打箭爐|按察使|揚古|摺奏|旗漢|旺諾爾布|昭陵|時憲歷|暢春園|朔|朝鮮國王|朱穆秦|朱軾|李先|李永紹|杭州|東金|楊如松|楊琳|楚克來|正月|永陵|江南|江蘇|江西|沙喇哈番|沙河|沛湖|沛縣|河南|河西|浙江|海壽|湖北|湖南|湖口|準噶爾賊|滇省|滿洲|滿漢|漕運|烏蘇|熱河|特木爾達|狼臘嶺|王懿|王景|王氏|王汝載|王頊齡|瑪滾|瓜州|甲戌|甲辰|發落|盛京|直隸|督撫|碩額|福建|福陵|禮儀|禮喀喇沁|科爾沁|科道|章京|管佐領|糧道|索泰|綠旗|總兵|總督|總督長|總管|翰林院|考官|胡土克圖|色爾圖|荊|蒙古|蒼震門|藍旗|襲職|西藏|詹事|諸王|貝勒羅布|貝和諾為|貝子|貴州|貴州定|起居注|辛亥|通州|通政使|遊擊|運河|達賴|那木塔爾來|郎中|郡王|郭奇|都察院|都御史|鄉試|酋托布齊|里克|阿壩|阿思哈|阿爾泰巴爾庫爾|陝西|陝西涼州|陸華齡|青海|領侍衛內|額倫特|馮氏|駙垂忠來|駙多爾濟|駙納木賽|黑龍江,263
